126.64611,0.08026
126.19366,0.06721
125.35640,0.06812
126.08533,0.04080
127.22434,0.03429
130.64640,0.01396
138.47243,0.01972
149.63101,0.04020
151.23475,0.34964
149.51861,0.11161
148.79704,0.15576
144.78703,0.08265
145.88656,0.11584
144.03294,0.09570
143.71095,0.19594
144.18862,0.13018
145.10171,0.33621
146.73235,0.53786
147.37914,0.46276
147.91802,0.31714
148.23535,0.36878
148.52084,0.23025
149.21513,0.24523
150.67936,0.03364
152.19188,0.01385
153.37306,0.00866
154.30029,0.00702
154.73405,0.01204
159.36248,0.01804
170.31994,0.04579
183.37861,0.03727
183.10290,0.04874
184.72630,0.11580
182.68003,0.15929
180.03805,0.15182
178.59225,0.06191
178.48303,0.03619
178.53916,0.03422
177.52570,0.04201
177.80451,0.03413
179.59588,0.12239
179.68483,0.11443
180.19011,0.24149
182.07088,0.24971
182.33743,0.45723
183.43213,0.24177
186.37031,0.35451
188.33296,0.38304
189.47272,0.17197
191.11817,0.27713
191.51585,0.14970
211.63867,0.22793
237.35613,0.20830
262.55698,0.55805
263.05357,0.79325
262.96889,0.83778
263.71758,0.89477
264.16422,0.90534
264.52001,0.92584
264.92135,0.94873
265.09582,0.96007
264.76550,0.94582
264.12606,0.92836
263.46750,0.95608
262.86766,0.96283
262.18822,0.96979
261.70720,0.96226
261.24479,0.95145
260.89435,0.94472
260.48320,0.95727
260.35250,0.96114
260.18730,0.96315
259.93812,0.96721
260.16390,0.96468
260.35486,0.96130
260.50416,0.95708
260.98497,0.94705
260.86491,0.94054
261.08944,0.94940
261.63344,0.95632
262.27535,0.96014
263.10352,0.95220
263.71501,0.93219
264.29659,0.93101
264.55479,0.94927
265.03013,0.96309
264.88788,0.96617
264.79179,0.96407
264.97826,0.96912
265.18825,0.97190
264.73538,0.95941
264.20194,0.93109
263.42459,0.95576
262.75013,0.96678
261.92636,0.96476
261.55440,0.95907
260.96486,0.93688
260.57035,0.95261
260.56530,0.95560
260.50640,0.95377
260.57889,0.95210
260.65894,0.95067
260.74521,0.94724
260.79612,0.94633
260.73043,0.94565
260.91183,0.94699
261.19827,0.95360
261.22828,0.95043
261.48884,0.95533
261.96553,0.95657
262.73570,0.94746
263.80126,0.91517
264.41854,0.92578
264.64904,0.94459
264.64424,0.94542
264.40227,0.94190
264.03766,0.92885
263.86081,0.93886
263.45997,0.95698
262.88906,0.96572
262.38842,0.96719
262.03888,0.96761
261.56167,0.96096
260.80691,0.94301
260.41532,0.95530
259.68335,0.96487
259.00553,0.96321
258.82497,0.96161
258.57598,0.95885
258.51237,0.96077
258.49119,0.96103
258.65421,0.96425
258.90135,0.96815
259.10756,0.96915
259.60204,0.96757
260.01292,0.96127
260.78934,0.93105
261.73282,0.95058
262.67882,0.95572
263.24738,0.95148
263.83992,0.93480
264.14196,0.93946
264.14395,0.93999
263.87184,0.93175
263.56081,0.93020
263.16620,0.93871
262.73564,0.93788
262.42919,0.95255
262.02015,0.95062
261.20647,0.93984
260.68036,0.94860
260.39010,0.96109
260.17942,0.96682
259.92137,0.96825
259.90176,0.97000
259.83589,0.96987
259.79230,0.96972
259.85942,0.96766
259.87452,0.96461
260.14532,0.95507
260.24789,0.94674
260.20538,0.93250
260.11574,0.91735
259.84781,0.89771
260.20174,0.87887
259.86351,0.89563
259.42456,0.91100
259.53308,0.92980
259.39644,0.94486
259.24378,0.93945
258.81863,0.93535
258.01236,0.88975
257.84369,0.85240
256.36064,0.78752
255.64192,0.72974
254.09175,0.63124
256.66364,0.70056
257.88326,0.75002
258.50297,0.80342
258.54862,0.82119
257.46531,0.72788
251.78512,0.53792
249.96652,0.55753
250.55482,0.69055
250.67482,0.73268
250.94457,0.83709
250.45931,0.87366
250.06371,0.90499
250.03490,0.91006
249.71001,0.90725
250.15616,0.92516
249.91284,0.93169
250.15161,0.94326
249.79830,0.94194
250.36469,0.95390
250.76747,0.95574
251.23505,0.95221
251.25544,0.95500
251.29137,0.95693
250.83119,0.96001
250.89202,0.95595
250.63853,0.95283
250.19410,0.94515
249.07928,0.90719
248.35162,0.92589
247.61192,0.94562
247.55430,0.94677
247.61157,0.95514
247.51826,0.95313
247.69615,0.95517
248.00163,0.94836
248.58085,0.94036
249.34117,0.93651
249.55034,0.95094
249.73488,0.95129
249.67129,0.95839
249.55047,0.94914
249.58504,0.95458
249.75902,0.96123
250.10934,0.96915
250.35654,0.96695
250.43206,0.96719
250.69526,0.96339
250.70223,0.96575
250.52199,0.96084
250.20723,0.96123
249.79466,0.95437
249.59292,0.95232
249.28623,0.93898
248.99410,0.92581
249.12955,0.93230
249.30979,0.94159
249.11422,0.92287
248.86733,0.90042
248.61539,0.90158
248.77363,0.88616
248.94456,0.87434
249.21134,0.89636
249.33285,0.88572
249.88519,0.90600
250.18661,0.89599
250.07276,0.88839
250.32700,0.87703
250.41153,0.86417
250.64463,0.81752
250.42434,0.81198
250.79060,0.80390
250.76276,0.85483
250.98834,0.84716
251.55676,0.86280
251.86984,0.84454
251.45567,0.87177
251.11082,0.85916
250.47577,0.86370
250.35475,0.82545
250.50382,0.81457
250.97349,0.70215
250.91316,0.68899
251.23643,0.54306
220.53641,0.58457
220.88719,0.71233
220.64798,0.79127
220.40041,0.83245
220.75251,0.84919
220.99751,0.84570
220.88834,0.85518
221.23826,0.86235
220.97964,0.86044
221.00642,0.85515
220.73408,0.82803
220.75340,0.83146
220.54743,0.81411
220.34925,0.80867
220.16163,0.71874
220.29068,0.66244
220.14469,0.59771
220.19305,0.63181
220.40044,0.64840
220.72241,0.79641
220.96255,0.83521
220.83699,0.87367
220.93408,0.88672
221.04725,0.89592
221.35820,0.89041
221.73300,0.87563
221.63577,0.87623
221.35443,0.88281
221.05979,0.89964
220.16793,0.92399
219.52424,0.90772
